title;snippet
Nestle Following Developments Closely -- Brexit Market Talk;"0628 GMT Swiss consumer giant Nestle said it is following U.K. developments in the wake of the country's vote to leave the EU, but for now things are business as usual. ""The practical consequences of this decision will become clearer in the coming months,"" a Nestle spokesman said in an e-mailed statement. ""We will continue to operate in the normal course and will follow developments closely."" (brian.blackstone@wsj.com)

Contact us in London. +44-20-7842-9464

"
BMW: Don't See Immediate Effect on Our UK Operations From Brexit Vote;"BERLIN--BMW AG, the Germany luxury car maker, said Friday there would be no immediate change at its Rolls-Royce and MINI automotive units in the wake of the decision by voters in the U.K. to leave the European Union.

""While it is clear there will now be a period of uncertainty, there will be no immediate change to our operations in the U.K.,"" the company said.

"
Chinese Regulator Deals Setback to Jaguar Land Rover's Patent Infringement Claim;"SHANGHAI -- Tata Motors Ltd.'s Jaguar Land Rover suffered a setback in its effort to win a lawsuit against a Chinese auto maker that it says infringed a design patent for its Range Rover Evoque crossover.

China's State Intellectual Property Office has revoked both Jaguar Land Rover's patent for its Evoque as well as that for Jiangling Motors Co.'s Landwind X7 SUV, according to statements from the patent re-examination board posted earlier this month on its website.

"
Battered Goldman Sachs Poised for Rebound;"[javax.xml.bind.JAXBElement@53d3796b, javax.xml.bind.JAXBElement@3a9c7716, javax.xml.bind.JAXBElement@602bc2b]

[javax.xml.bind.JAXBElement@2bfa56e9, javax.xml.bind.JAXBElement@63aa7adc, javax.xml.bind.JAXBElement@3ad78578]

"
"Oil Shares Outperform; Crude Drifts";"This article was originally reported and written in Chinese and is only available in Chinese. Please refer to the Chinese article for more details.

(END) Dow Jones Newswires

"
U.K. Votes to Leave EU --- Historic Election Sets Global Markets Reeling;"LONDON -- Britons voted to leave the European Union, U.K. broadcasters forecast, a startling rebuke that threatens to spark political turmoil in the U.K., weaken a continent already strained by multiple crises and rattle global financial markets.

With 95% of voting areas reporting, Leave led Remain 51.8% to 48.2% early Friday. If that result holds, the U.K.'s ties with the EU would be severed after 43 years.

"
FedEx 4Q Loss $70M >FDX;"*DJ FedEx 4Q Loss/Shr 26c >FDX

(END) Dow Jones Newswires

"
Oil's Surprising New Horizon --- Surge along the U.S. Gulf Coast threatens to prolong crude's glut that helped push down prices;"Oil companies are pumping more crude off the U.S. coast in the Gulf of Mexico, a surprising trend that shows the resilience of the nation's energy industry.

Despite the worst price downturn in a generation, so much oil is starting to pour forth from offshore fields near Louisiana and Texas that it is partially offsetting declining output from shale regions on shore and propping up total American oil output.

"
Business News: Bayer CEO In Risky Bet For Monsanto --- German firm's new leader struggles to sway investors after U.S. company's public rebuff;"FRANKFURT -- Bayer AG's $62 billion offer for Monsanto Co., which would be the largest corporate takeover ever by a German company, is also Chief Executive Werner Baumann's risky power play after a 28-year ascent.

Less than two weeks after assuming the top job on May 1, Mr. Baumann surprised investors by offering to buy the U.S. agrochemicals company. The deal would create the world's biggest seed and pesticide business.

"
ARENA --- Sports: Sixers Take Simmons With NBA's Top Pick;"Continuing a trend of one-and-done talent at the top, the 2016 National Basketball Association Draft saw no surprises with the first two picks, as a duo of freshman were officially ushered into their professional careers.

The Philadelphia 76ers selected LSU's Ben Simmons with the No. 1 overall pick, fulfilling earlier reports that they would take the supremely skilled big man.

"
Business News: Qualcomm Sues Alibaba-Backed Firm Over Patent;"HONG KONG -- Qualcomm Inc. is suing a Chinese smartphone maker backed by online-shopping giant Alibaba Group Holding Ltd., in the latest patent-infringement case involving technology companies.

The U.S. chip maker said it filed a complaint in a Beijing court against Meizu Technology Co. over its alleged violation of intellectual property.

"
HK Property Stocks See Mixed Recovery After Early Selloff -- Brexit Market Talk;"0247 GMT [Dow Jones] Hong Kong property stocks are seeing a mixed recovery after the ""remain"" camp gained a lead in Britain's referendum on European Union membership. Earlier in the morning, there was a sharp selloff because of the uncertainty and the closeness of the leave and remain camps. Sino Land Co. Ltd. (0083.HK) is down 1% from an earlier fall of 3%, Cheung Kong Property Holdings Ltd. (1113.HK) is down 0.2% after falling 2%, New World Development Co. Ltd. (0017.HK) is up now at 0.7% after being down 1.8%, Henderson Land Development Co. Ltd. (0012.HK) has recovered to trade up 0.1% after being down 0.9%. A Brexit could be negative for stocks in general and since property stocks form a large part of the index that is in a bearish mood, says Alfread Lao, an analyst for property stocks at broker Bocom Group. (kenan.machado@wsj.com)

Editor: KLH

"
"""Bremain"" To Prompt Risk-On Until U.S. Elections -- Brexit Market Talk";"0805 GMT From a global financial market standpoint, a ""Bremain"" outcome in the U.K. referendum offers a window of opportunity to make money in risk assets, says Jack McIntyre, portfolio manager at Brandywine Global Investment Management, which has $70 billion in assets under management. Assuming that a remain vote prevails, ""we should have a 'risk on' gap until the markets become fixated with the U.S. election which could pressure the market sentiment,"" he says. The portfolio managers recommends to look for risk assets which could do well over the next couple of months, Mr. McIntyre says. (emese.bartha@wsj.com ; @EmeseBartha)

Contact us in London. +44-20-7842-9464

"
HK Stocks With High UK/Europe Exposure Take a Hit -- Brexit Market Talk;"0631 GMT [Dow Jones] Export-related stocks fall in Hong Kong Monday on worries over their exposure in Europe after the UK voted to leave the European Union. AAC (2018.HK) and Li & Fung (0494.HK) lead declines, falling 4% and 3.4%, respectively. Vtech (0303.HK) is also down 2.6% while Johnson Electric (0179.HK) falls 1.3%. Among Citi's coverage, Vtech, Johnson Electric and footwear maker Stella (1836.HK) have high business exposure to Europe, accounting for 43%, 40% and 26% of their revenue, respectively. ""These three counters may face higher earnings downside risk backed by likely slowdown in demand and FX volatility,"" it says. ""In view of escalating market uncertainty, we like stocks with more exposure to the US, particularly housing market-related [for better growth profile] and high dividend yield"", it adds. The house's preferred stocks are Techtronic (0669.HK), Yue Yuen (0551.HK), Pac Textile (1382.HK), Man Wah (1999.HK). It keeps Johnson Electric and Stella at sell.

"
